instance,method,parameter,edges
tsp225,nearest,3,"{(15, 21), (131, 214), (67, 68), (99, 100), (159, 160), (8, 9), (28, 76), (40, 41), (100, 101), (41, 42), (73, 74), (44, 47), (133, 134), (47, 192), (173, 179), (14, 15), (74, 75), (106, 107), (143, 156), (15, 16), (107, 108), (104, 219), (136, 162), (48, 49), (157, 212), (140, 141), (191, 223), (81, 82), (22, 23), (28, 201), (80, 220), (55, 56), (147, 148), (188, 204), (23, 207), (80, 94), (1, 206), (25, 33), (154, 156), (146, 152), (142, 200), (1, 224), (51, 54), (123, 168), (92, 208), (147, 152), (69, 71), (191, 195), (114, 222), (113, 114), (172, 181), (54, 55), (119, 184), (134, 182), (146, 147), (43, 45), (87, 88), (135, 137), (179, 180), (50, 206), (28, 29), (76, 78), (88, 89), (136, 138), (30, 218), (120, 121), (180, 181), (61, 62), (121, 122), (169, 171), (153, 154), (2, 3), (83, 86), (62, 63), (110, 112), (94, 95), (154, 155), (3, 4), (35, 36), (95, 96), (127, 128), (57, 60), (208, 220), (36, 37), (125, 213), (68, 69), (127, 164), (9, 38), (160, 161), (31, 205), (69, 70), (95, 208), (101, 102), (189, 224), (161, 162), (190, 198), (31, 34), (10, 11), (172, 180), (119, 174), (102, 103), (119, 183), (13, 22), (43, 44), (135, 136), (193, 217), (133, 212), (27, 203), (76, 77), (109, 111), (168, 169), (45, 193), (142, 144), (150, 166), (83, 85), (26, 188), (129, 210), (163, 212), (175, 177), (24, 35), (18, 202), (176, 178), (9, 10), (85, 130), (166, 213), (0, 199), (102, 219), (42, 43), (50, 56), (90, 92), (63, 111), (46, 189), (16, 17), (64, 66), (108, 109), (1, 46), (216, 218), (49, 50), (97, 99), (109, 110), (124, 211), (75, 215), (98, 100), (82, 83), (142, 143), (83, 84), (115, 116), (26, 187), (175, 176), (24, 25), (49, 198), (56, 57), (105, 108), (79, 208), (116, 117), (122, 169), (57, 58), (167, 168), (89, 90), (149, 150), (197, 199), (30, 31), (189, 204), (117, 185), (90, 91), (11, 36), (4, 6), (128, 221), (123, 124), (215, 216), (64, 65), (48, 206), (5, 6), (86, 89), (70, 72), (97, 98), (148, 149), (85, 209), (44, 217), (29, 76), (150, 213), (104, 106), (122, 123), (137, 139), (145, 152), (143, 200), (170, 181), (93, 208), (2, 197), (63, 64), (140, 158), (4, 5), (52, 54), (47, 195), (144, 146), (132, 190), (37, 38), (174, 183), (29, 201), (131, 221), (206, 224), (135, 182), (70, 71), (26, 46), (115, 222), (116, 187), (130, 131), (11, 12), (210, 221), (92, 95), (149, 211), (151, 153), (163, 164), (24, 207), (35, 207), (211, 213), (44, 45), (86, 209), (152, 154), (196, 197), (155, 156), (137, 138), (96, 97), (18, 19), (29, 205), (88, 102), (29, 34), (170, 171), (6, 41), (129, 130), (2, 196), (111, 112), (192, 195), (144, 145), (103, 104), (177, 178), (136, 137), (59, 61), (116, 186), (77, 78), (0, 2), (77, 96), (169, 170), (120, 174), (151, 152), (110, 111), (205, 218), (81, 84), (61, 115), (76, 216), (51, 52), (14, 21), (143, 144), (66, 68), (28, 203), (114, 117), (158, 160), (28, 32), (198, 223), (130, 210), (10, 37), (73, 75), (32, 34), (173, 180), (14, 16), (106, 108), (17, 18), (87, 104), (139, 141), (118, 185), (134, 157), (84, 85), (132, 223), (176, 177), (19, 202), (117, 118), (58, 59), (103, 219), (150, 151), (91, 92), (46, 188), (62, 65), (183, 184), (32, 33), (165, 166), (51, 55), (124, 125), (46, 224), (95, 98), (65, 66), (83, 209), (5, 42), (6, 7), (30, 215), (128, 131), (139, 140), (98, 99), (69, 72), (190, 191), (118, 184), (39, 40), (172, 173), (54, 56), (13, 15), (72, 73), (16, 20), (105, 107), (141, 200), (164, 165), (87, 89), (1, 58), (133, 214), (42, 194), (0, 197), (157, 162), (126, 165), (149, 167), (8, 39), (201, 205), (61, 63), (153, 155), (190, 204), (112, 114), (94, 96), (53, 55), (163, 214), (129, 221), (145, 147), (113, 222), (38, 39), (30, 205), (94, 208), (27, 29), (71, 72), (25, 203), (79, 94), (101, 103), (12, 13), (60, 62), (12, 22), (104, 105), (13, 14), (16, 19), (105, 106), (78, 79), (138, 139), (19, 20), (79, 80), (167, 211), (171, 172), (20, 21), (45, 194), (52, 53), (3, 197), (112, 113), (23, 35), (132, 189), (132, 198), (53, 54), (175, 178), (145, 146), (178, 179), (27, 28), (136, 182), (119, 120), (93, 220), (59, 115), (189, 206), (60, 61), (192, 217), (152, 153), (215, 218), (67, 69), (126, 127), (159, 161), (186, 187), (44, 192), (188, 224), (148, 151), (82, 84), (121, 170), (3, 196), (193, 194), (59, 60), (7, 40), (89, 91), (48, 50), (92, 93), (127, 221), (117, 186), (2, 199), (74, 215), (184, 185), (33, 34), (81, 83), (125, 126), (121, 174), (17, 202), (66, 67), (48, 189), (158, 159), (7, 8)}"
a280,nearest,4,"{(47, 53), (67, 68), (99, 100), (159, 160), (29, 32), (207, 209), (8, 9), (133, 269), (40, 41), (251, 252), (11, 14), (100, 101), (92, 97), (132, 133), (8, 274), (151, 155), (192, 193), (240, 242), (41, 42), (0, 279), (137, 266), (73, 74), (81, 87), (133, 134), (141, 147), (44, 56), (181, 183), (14, 15), (19, 130), (225, 226), (273, 275), (74, 75), (122, 124), (106, 107), (166, 167), (15, 16), (47, 48), (226, 227), (258, 259), (107, 108), (247, 277), (199, 200), (48, 49), (239, 245), (120, 154), (40, 45), (80, 81), (77, 94), (218, 222), (259, 260), (140, 141), (232, 233), (81, 82), (22, 23), (233, 234), (265, 266), (114, 115), (166, 171), (206, 207), (55, 56), (47, 52), (266, 267), (147, 148), (88, 108), (180, 182), (228, 231), (29, 31), (128, 153), (207, 208), (239, 240), (272, 274), (210, 213), (121, 123), (92, 96), (150, 177), (213, 215), (205, 211), (62, 64), (240, 241), (110, 113), (33, 37), (243, 246), (181, 182), (2, 278), (139, 265), (246, 248), (95, 97), (273, 274), (66, 70), (176, 180), (14, 270), (187, 189), (87, 111), (36, 38), (214, 215), (206, 211), (247, 249), (188, 190), (58, 62), (21, 22), (69, 71), (239, 244), (113, 114), (161, 163), (10, 12), (205, 206), (253, 255), (54, 55), (102, 104), (18, 132), (162, 164), (146, 147), (194, 196), (60, 116), (254, 256), (195, 197), (179, 180), (227, 229), (28, 29), (88, 89), (120, 121), (105, 169), (168, 170), (208, 252), (180, 181), (29, 30), (260, 262), (21, 26), (61, 62), (272, 273), (121, 122), (169, 171), (153, 154), (135, 267), (2, 3), (150, 176), (213, 214), (83, 86), (62, 63), (110, 112), (94, 95), (29, 124), (154, 155), (3, 4), (194, 200), (139, 264), (35, 36), (246, 247), (43, 58), (95, 96), (144, 199), (127, 128), (104, 172), (9, 11), (187, 188), (195, 201), (36, 37), (68, 69), (128, 129), (160, 161), (257, 261), (220, 221), (69, 70), (90, 102), (101, 102), (161, 162), (119, 156), (10, 11), (253, 254), (102, 103), (183, 186), (231, 235), (16, 18), (194, 195), (43, 44), (64, 85), (135, 136), (216, 219), (49, 51), (227, 228), (76, 77), (109, 111), (138, 147), (6, 9), (168, 169), (201, 203), (208, 251), (50, 52), (79, 88), (160, 174), (260, 261), (142, 144), (17, 131), (234, 236), (261, 262), (91, 98), (175, 177), (223, 226), (267, 269), (144, 198), (245, 250), (9, 10), (248, 255), (227, 232), (197, 200), (257, 260), (241, 243), (268, 269), (149, 178), (99, 168), (134, 135), (182, 184), (75, 76), (123, 125), (175, 181), (215, 217), (16, 17), (45, 53), (108, 109), (64, 84), (156, 158), (216, 218), (46, 54), (49, 50), (109, 110), (157, 159), (27, 31), (201, 202), (230, 238), (50, 51), (98, 100), (82, 83), (142, 143), (190, 192), (222, 224), (39, 41), (23, 24), (163, 184), (234, 235), (104, 107), (83, 84), (115, 116), (34, 39), (4, 276), (175, 176), (223, 225), (24, 25), (93, 97), (72, 74), (56, 57), (267, 268), (116, 117), (185, 189), (1, 279), (208, 209), (237, 245), (78, 81), (256, 258), (57, 58), (167, 168), (134, 269), (89, 90), (229, 250), (86, 112), (149, 150), (5, 276), (89, 108), (20, 127), (30, 31), (63, 65), (241, 242), (90, 91), (200, 201), (82, 87), (99, 167), (4, 6), (182, 183), (151, 177), (31, 32), (141, 142), (263, 266), (112, 115), (274, 275), (123, 124), (215, 216), (64, 65), (20, 126), (156, 157), (85, 115), (5, 6), (38, 40), (70, 72), (248, 249), (97, 98), (133, 268), (0, 4), (89, 103), (11, 13), (189, 190), (148, 149), (230, 237), (71, 73), (118, 157), (163, 165), (137, 265), (12, 14), (61, 117), (222, 223), (255, 257), (141, 146), (44, 55), (104, 106), (152, 155), (34, 38), (122, 123), (204, 211), (93, 96), (137, 139), (20, 130), (185, 188), (137, 148), (15, 271), (78, 80), (229, 249), (218, 221), (16, 132), (262, 264), (63, 64), (111, 113), (192, 196), (203, 205), (4, 5), (151, 176), (263, 265), (30, 124), (204, 206), (37, 38), (166, 170), (193, 196), (26, 28), (70, 71), (118, 120), (130, 131), (178, 180), (48, 52), (11, 12), (270, 272), (163, 164), (232, 236), (211, 213), (61, 116), (44, 45), (255, 256), (141, 145), (44, 54), (152, 154), (1, 241), (34, 37), (196, 197), (66, 69), (244, 246), (3, 278), (137, 138), (206, 210), (7, 10), (185, 187), (96, 97), (247, 248), (18, 19), (229, 230), (15, 270), (188, 189), (143, 199), (126, 128), (191, 194), (170, 171), (218, 220), (129, 130), (251, 254), (80, 88), (262, 263), (111, 112), (221, 222), (18, 131), (41, 44), (25, 27), (121, 153), (73, 76), (203, 204), (162, 163), (144, 145), (254, 255), (103, 104), (74, 77), (236, 237), (85, 86), (195, 196), (177, 178), (158, 174), (136, 137), (258, 261), (118, 119), (228, 229), (77, 78), (21, 25), (199, 202), (0, 2), (48, 51), (210, 211), (169, 170), (92, 94), (151, 152), (184, 186), (110, 111), (232, 235), (33, 35), (243, 244), (202, 203), (136, 267), (51, 52), (84, 86), (43, 57), (143, 144), (66, 68), (3, 277), (195, 200), (235, 236), (206, 209), (7, 9), (105, 172), (99, 101), (191, 193), (239, 242), (40, 42), (140, 147), (91, 102), (18, 130), (224, 226), (25, 26), (73, 75), (165, 167), (246, 250), (17, 18), (276, 278), (198, 200), (47, 49), (258, 260), (6, 8), (160, 173), (21, 24), (161, 174), (232, 234), (136, 266), (84, 85), (43, 56), (217, 218), (103, 107), (176, 177), (17, 22), (28, 31), (57, 67), (209, 210), (257, 259), (58, 59), (149, 177), (191, 192), (239, 241), (150, 151), (42, 60), (242, 243), (91, 92), (91, 101), (224, 225), (100, 168), (183, 184), (175, 180), (32, 33), (2, 279), (165, 166), (35, 38), (275, 276), (124, 125), (246, 249), (216, 217), (46, 53), (264, 266), (65, 66), (276, 277), (198, 199), (65, 84), (157, 158), (6, 7), (139, 140), (249, 250), (59, 117), (98, 99), (150, 155), (190, 191), (39, 40), (172, 173), (161, 173), (205, 207), (131, 132), (253, 256), (212, 215), (223, 224), (146, 148), (72, 73), (60, 117), (164, 165), (256, 257), (134, 268), (179, 181), (28, 30), (138, 140), (5, 275), (197, 198), (120, 122), (168, 171), (238, 245), (257, 258), (79, 90), (82, 86), (61, 63), (42, 59), (142, 146), (135, 268), (112, 114), (83, 87), (94, 96), (29, 125), (231, 232), (175, 179), (35, 37), (127, 129), (38, 39), (46, 52), (264, 265), (164, 187), (68, 70), (106, 173), (160, 162), (230, 236), (71, 72), (118, 156), (119, 121), (230, 245), (207, 252), (12, 13), (271, 273), (104, 105), (75, 78), (212, 214), (13, 14), (45, 46), (13, 23), (93, 95), (231, 236), (45, 55), (105, 106), (20, 129), (46, 47), (78, 79), (216, 220), (134, 267), (138, 139), (186, 188), (138, 148), (19, 20), (230, 231), (79, 80), (79, 89), (219, 221), (142, 145), (52, 53), (17, 132), (263, 264), (112, 113), (204, 205), (252, 254), (53, 54), (175, 178), (16, 23), (145, 146), (193, 195), (26, 27), (237, 238), (86, 87), (178, 179), (106, 172), (27, 28), (238, 239), (270, 271), (119, 120), (211, 212), (60, 61), (271, 272), (152, 153), (1, 2), (34, 36), (212, 213), (244, 245), (93, 94), (45, 54), (20, 128), (185, 186), (226, 233), (67, 69), (277, 278), (143, 198), (126, 127), (186, 187), (218, 219), (251, 253), (278, 279), (240, 243), (219, 220), (81, 88), (19, 131), (115, 117), (225, 227), (74, 76), (196, 200), (252, 253), (56, 58), (214, 217), (193, 194), (226, 228), (59, 60), (107, 109), (143, 202), (167, 169), (199, 201), (0, 1), (48, 50), (159, 174), (259, 261), (92, 93), (30, 32), (184, 185), (33, 34), (125, 126), (101, 168), (22, 24), (233, 235), (34, 35), (66, 67), (114, 116), (3, 276), (158, 159), (7, 8)}"
st70,nearest,4,"{(6, 18), (16, 20), (12, 68), (1, 31), (47, 53), (55, 66), (58, 65), (4, 9), (44, 45), (26, 39), (38, 44), (40, 41), (46, 57), (22, 35), (21, 37), (48, 54), (43, 67), (28, 30), (39, 60), (26, 60), (36, 46), (8, 39), (34, 58), (47, 55), (24, 44), (50, 63), (2, 41), (3, 6), (16, 40), (28, 69), (10, 63), (39, 44), (29, 43), (22, 46), (1, 17), (13, 19), (25, 27), (42, 43), (36, 57), (27, 54), (16, 33), (10, 47), (9, 49), (0, 46), (34, 69), (16, 42), (47, 66), (37, 65), (25, 54), (3, 17), (20, 33), (30, 68), (32, 53), (15, 46), (38, 39), (49, 57), (23, 56), (4, 52), (30, 34), (53, 66), (55, 63), (2, 27), (19, 43), (18, 23), (56, 62), (37, 58), (64, 66), (9, 51), (51, 59), (49, 50), (24, 60), (15, 57), (1, 3), (19, 27), (11, 32), (47, 61), (51, 52), (11, 59), (1, 14), (16, 67), (19, 29), (1, 23), (53, 61), (17, 41), (2, 31), (37, 62), (3, 5), (28, 68), (6, 31), (14, 23), (32, 59), (40, 42), (12, 35), (7, 48), (5, 41), (34, 68), (14, 62), (58, 62), (24, 39), (15, 36), (20, 32), (12, 28), (26, 45), (32, 61), (44, 60), (1, 18), (11, 20), (36, 49), (8, 42), (7, 25), (18, 25), (9, 59), (12, 30), (8, 26), (0, 22), (29, 67), (15, 22), (9, 52), (12, 69), (37, 68), (7, 27), (13, 43), (42, 67), (7, 54), (0, 15), (3, 41), (17, 40), (30, 37), (11, 33), (4, 49), (21, 65), (56, 65), (13, 27), (50, 55), (58, 68), (24, 45), (50, 64), (10, 55), (10, 64), (39, 45), (1, 6), (31, 41), (68, 69), (62, 65), (63, 64), (5, 40), (21, 58), (0, 35), (4, 51), (32, 33), (13, 29), (24, 38), (7, 31), (8, 60), (30, 69), (10, 66), (2, 7), (28, 35), (27, 48), (55, 64), (50, 59), (52, 65), (25, 48), (33, 61), (5, 17), (8, 16), (49, 51), (38, 60), (21, 62), (14, 56)}"
pr76,nearest,4,"{(62, 72), (67, 68), (43, 46), (4, 9), (44, 45), (27, 41), (8, 9), (34, 37), (11, 14), (28, 30), (66, 69), (40, 59), (41, 42), (18, 19), (33, 38), (50, 54), (44, 47), (61, 63), (22, 74), (20, 22), (14, 15), (8, 11), (9, 10), (2, 4), (57, 59), (74, 75), (46, 68), (23, 45), (49, 64), (15, 16), (25, 27), (33, 40), (35, 37), (42, 52), (18, 30), (20, 24), (38, 39), (48, 49), (57, 61), (11, 73), (49, 66), (1, 74), (16, 17), (71, 72), (25, 29), (56, 62), (47, 68), (12, 13), (5, 7), (60, 62), (3, 19), (4, 18), (48, 51), (49, 50), (1, 3), (10, 15), (13, 14), (27, 31), (55, 56), (62, 71), (50, 51), (55, 65), (63, 70), (51, 52), (12, 15), (5, 9), (46, 47), (23, 24), (66, 68), (40, 58), (10, 17), (28, 32), (19, 29), (27, 42), (56, 57), (63, 72), (3, 5), (20, 21), (51, 54), (58, 60), (41, 53), (52, 53), (50, 65), (57, 58), (2, 6), (13, 73), (25, 26), (26, 27), (22, 75), (20, 23), (21, 22), (31, 32), (27, 28), (0, 75), (17, 36), (54, 55), (64, 65), (25, 28), (6, 8), (56, 61), (43, 45), (5, 6), (4, 8), (21, 24), (60, 61), (14, 73), (70, 72), (1, 2), (34, 36), (11, 13), (28, 29), (1, 75), (39, 59), (0, 22), (54, 57), (62, 70), (56, 63), (12, 14), (29, 30), (43, 47), (44, 46), (61, 62), (60, 63), (67, 69), (4, 19), (2, 3), (34, 38), (10, 16), (27, 32), (11, 15), (28, 31), (46, 67), (62, 63), (63, 71), (3, 4), (58, 59), (33, 39), (35, 36), (41, 52), (50, 55), (51, 53), (18, 29), (24, 45), (26, 42), (50, 64), (2, 5), (57, 60), (36, 37), (68, 69), (19, 30), (48, 66), (49, 65), (46, 69), (32, 33), (4, 5), (51, 55), (59, 60), (12, 73), (42, 53), (0, 1), (31, 34), (48, 50), (10, 11), (2, 7), (0, 74), (37, 38), (17, 35), (49, 67), (6, 7), (33, 34), (26, 28), (43, 44), (55, 64), (21, 23), (16, 36), (70, 71), (5, 8), (39, 40), (34, 35), (48, 52), (49, 51), (11, 12), (66, 67), (0, 21), (13, 15), (7, 8), (1, 22)}"
att48,nearest,4,"{(15, 21), (13, 33), (19, 46), (18, 26), (25, 41), (20, 38), (31, 38), (11, 14), (17, 30), (31, 47), (8, 39), (25, 34), (7, 37), (20, 31), (0, 7), (21, 39), (4, 41), (19, 32), (7, 21), (33, 40), (16, 42), (20, 24), (12, 20), (29, 36), (6, 43), (23, 47), (10, 22), (1, 28), (16, 26), (30, 43), (0, 39), (11, 39), (12, 13), (6, 27), (12, 22), (14, 19), (11, 32), (30, 45), (9, 44), (12, 24), (5, 18), (4, 38), (4, 47), (2, 22), (2, 40), (29, 42), (14, 32), (23, 44), (27, 35), (2, 15), (1, 25), (17, 43), (2, 33), (26, 36), (38, 47), (3, 25), (21, 40), (10, 12), (17, 27), (9, 23), (9, 41), (6, 17), (26, 29), (3, 9), (32, 45), (43, 45), (6, 35), (20, 46), (5, 27), (9, 25), (14, 39), (5, 36), (9, 34), (28, 47), (1, 41), (15, 40), (35, 43), (18, 36), (4, 28), (1, 4), (0, 15), (5, 29), (3, 41), (2, 21), (8, 37), (30, 37), (10, 46), (18, 29), (26, 42), (25, 44), (0, 8), (3, 34), (28, 33), (12, 46), (37, 45), (24, 38), (10, 11), (11, 19), (17, 35), (14, 45), (13, 22), (16, 18), (24, 31), (41, 47), (16, 36), (18, 42), (22, 24), (22, 33), (5, 26), (34, 44), (23, 41), (0, 21), (7, 8), (13, 24)}"
berlin52,nearest,4,"{(16, 20), (33, 36), (27, 50), (18, 44), (8, 9), (20, 29), (12, 25), (29, 41), (17, 21), (8, 18), (17, 30), (13, 26), (6, 20), (33, 38), (20, 22), (12, 27), (3, 24), (6, 41), (4, 23), (21, 48), (23, 45), (14, 42), (3, 42), (25, 27), (38, 39), (5, 14), (22, 30), (5, 23), (23, 47), (16, 17), (0, 30), (0, 48), (12, 13), (31, 35), (13, 51), (31, 44), (7, 44), (14, 37), (36, 43), (33, 35), (10, 51), (11, 50), (6, 29), (23, 24), (29, 49), (4, 47), (19, 29), (7, 9), (10, 26), (34, 48), (36, 45), (0, 34), (16, 30), (3, 5), (3, 14), (20, 30), (32, 50), (13, 46), (12, 26), (14, 23), (15, 43), (19, 22), (36, 38), (36, 47), (11, 27), (25, 26), (8, 40), (19, 49), (26, 27), (21, 22), (21, 31), (15, 45), (35, 48), (40, 44), (23, 37), (34, 43), (37, 39), (2, 17), (9, 32), (27, 46), (43, 45), (24, 50), (17, 20), (28, 29), (1, 20), (12, 51), (0, 31), (7, 18), (1, 41), (35, 43), (15, 49), (34, 38), (9, 18), (3, 32), (31, 48), (19, 28), (45, 47), (11, 24), (2, 30), (28, 49), (3, 4), (43, 49), (26, 51), (22, 29), (1, 6), (20, 41), (36, 37), (0, 17), (12, 46), (11, 26), (4, 42), (32, 42), (4, 5), (35, 38), (4, 14), (21, 30), (24, 47), (25, 46), (7, 40), (18, 40), (10, 11), (5, 24), (36, 39), (23, 39), (2, 16), (22, 49), (37, 47), (5, 42), (9, 40), (15, 19), (33, 34), (1, 29), (15, 28), (33, 43), (10, 50), (26, 46), (34, 35), (0, 21), (2, 18), (7, 8)}"
ulysses22,nearest,4,"{(6, 12), (15, 21), (6, 18), (7, 17), (18, 20), (3, 7), (4, 6), (12, 13), (12, 19), (3, 16), (5, 13), (5, 10), (8, 9), (17, 21), (8, 18), (11, 14), (1, 3), (9, 20), (13, 14), (11, 20), (1, 21), (6, 11), (18, 19), (4, 5), (5, 6), (4, 14), (12, 15), (3, 21), (5, 12), (0, 7), (1, 2), (9, 19), (11, 13), (8, 20), (2, 16), (11, 19), (19, 20), (6, 13), (16, 21), (6, 10), (7, 15), (7, 21), (12, 14), (4, 10), (5, 11), (4, 13), (3, 17), (5, 14), (0, 3), (8, 10), (11, 12), (8, 19), (9, 18), (0, 15), (0, 21), (1, 16), (2, 15), (2, 21), (6, 9), (16, 17)}"
eil76,nearest,4,"{(62, 72), (58, 65), (33, 45), (52, 58), (10, 52), (2, 48), (5, 74), (40, 41), (20, 47), (23, 43), (38, 71), (41, 42), (15, 32), (27, 61), (2, 50), (5, 67), (0, 62), (17, 23), (74, 75), (11, 71), (3, 33), (11, 16), (31, 49), (46, 68), (15, 62), (1, 72), (37, 65), (2, 43), (19, 59), (38, 39), (6, 34), (32, 62), (13, 58), (38, 57), (6, 52), (5, 32), (7, 51), (68, 70), (3, 44), (40, 63), (12, 56), (25, 75), (36, 59), (11, 39), (59, 70), (10, 58), (3, 74), (11, 57), (19, 70), (15, 48), (6, 45), (14, 28), (29, 47), (66, 75), (4, 36), (1, 67), (18, 53), (7, 53), (21, 61), (19, 36), (0, 32), (22, 62), (0, 41), (8, 54), (3, 67), (46, 47), (21, 27), (9, 71), (61, 72), (15, 50), (4, 47), (11, 25), (8, 38), (22, 55), (9, 37), (30, 38), (2, 31), (45, 66), (32, 50), (9, 64), (0, 61), (5, 75), (12, 26), (35, 46), (31, 39), (40, 42), (49, 54), (10, 65), (13, 18), (2, 15), (8, 31), (22, 48), (9, 30), (20, 60), (10, 37), (5, 50), (37, 64), (9, 57), (41, 55), (67, 74), (60, 68), (33, 51), (29, 44), (42, 63), (1, 73), (8, 24), (34, 52), (64, 65), (37, 57), (17, 54), (7, 34), (18, 34), (26, 56), (32, 72), (35, 68), (20, 46), (28, 29), (12, 51), (28, 47), (21, 63), (0, 40), (20, 73), (4, 56), (21, 72), (7, 18), (13, 34), (3, 75), (27, 60), (16, 39), (13, 52), (4, 28), (7, 45), (39, 43), (35, 70), (17, 31), (16, 75), (12, 53), (17, 49), (0, 42), (51, 53), (35, 36), (26, 33), (43, 49), (24, 54), (26, 51), (16, 50), (10, 64), (1, 61), (33, 66), (17, 24), (0, 72), (8, 30), (2, 23), (20, 68), (16, 25), (69, 70), (4, 14), (59, 69), (26, 44), (41, 63), (27, 73), (19, 69), (31, 43), (14, 36), (40, 55), (45, 51), (57, 71), (23, 48), (66, 74), (28, 44), (6, 7), (21, 60), (29, 73), (1, 29), (67, 75), (42, 55), (36, 69), (24, 49), (52, 65), (20, 27), (8, 71), (30, 71), (10, 13), (25, 66), (22, 42), (0, 21), (4, 46), (14, 56)}"
eil51,nearest,4,"{(1, 31), (40, 41), (1, 15), (13, 17), (4, 48), (8, 48), (10, 45), (12, 18), (46, 50), (0, 7), (20, 49), (7, 21), (2, 34), (7, 30), (33, 49), (11, 46), (3, 17), (20, 33), (38, 48), (1, 10), (14, 44), (1, 19), (19, 34), (10, 31), (1, 28), (2, 27), (17, 46), (25, 47), (22, 23), (29, 38), (12, 40), (10, 15), (36, 43), (13, 23), (1, 21), (11, 50), (20, 28), (4, 11), (21, 27), (12, 24), (23, 24), (39, 41), (26, 50), (6, 47), (29, 49), (23, 42), (8, 29), (25, 42), (6, 22), (12, 17), (29, 33), (18, 39), (14, 32), (27, 35), (28, 34), (45, 50), (10, 37), (11, 36), (5, 50), (8, 49), (9, 48), (11, 45), (3, 16), (5, 13), (14, 16), (26, 45), (6, 42), (18, 41), (8, 15), (8, 33), (9, 32), (3, 46), (37, 48), (2, 35), (15, 20), (7, 25), (26, 47), (16, 46), (27, 30), (2, 19), (19, 35), (0, 31), (32, 38), (26, 31), (4, 10), (7, 27), (15, 49), (19, 28), (36, 44), (2, 21), (8, 37), (5, 47), (41, 43), (16, 41), (7, 47), (17, 24), (5, 22), (22, 47), (9, 29), (0, 26), (14, 43), (9, 38), (21, 30), (16, 43), (18, 40), (12, 39), (3, 36), (14, 36), (15, 28), (6, 25), (25, 30), (32, 44), (43, 44), (15, 37), (16, 36), (39, 40), (34, 35), (5, 26), (31, 45), (22, 42), (0, 21), (4, 37), (13, 24)}"
ulysses16,nearest,4,"{(6, 12), (3, 7), (4, 6), (12, 13), (5, 13), (0, 2), (8, 9), (5, 10), (9, 11), (11, 14), (1, 3), (13, 14), (6, 11), (6, 8), (4, 5), (5, 6), (4, 14), (12, 15), (5, 9), (3, 15), (5, 12), (8, 11), (0, 1), (0, 7), (1, 2), (2, 7), (11, 13), (6, 13), (7, 12), (6, 10), (7, 15), (12, 14), (4, 10), (5, 11), (4, 13), (5, 8), (5, 14), (0, 3), (8, 10), (0, 12), (11, 12), (1, 7), (0, 15), (11, 15), (2, 15), (6, 9)}"
